episode,steps,total_reward,avg_reward,epsilon,avg_loss,r_detection,r_false_positive,r_throughput,r_latency,r_stability,action_0_pct,action_1_pct,action_2_pct,action_3_pct,buffer_size,wall_time_s
187,200,71.346006,0.35673,0.2894,0.420931,0.5716,-0.0117,0.5928,0.6,-0.179,10.5,38.5,23.0,28.0,37400,25.26
188,200,69.450508,0.347253,0.2856,0.400155,0.5359,-0.0105,0.6063,0.6268,-0.181,9.5,32.0,20.5,38.0,37600,25.86
189,200,70.605013,0.353025,0.2818,0.491551,0.577,-0.0086,0.5563,0.5844,-0.175,12.5,34.0,14.5,39.0,37800,23.59
190,200,65.737234,0.328686,0.278,0.575318,0.478,-0.0129,0.6275,0.6408,-0.175,12.5,29.5,23.5,34.5,38000,21.74
191,200,72.979007,0.364895,0.2742,0.249635,0.5975,-0.0098,0.5851,0.5958,-0.19,5.0,36.5,16.5,42.0,38200,19.83
192,200,69.984778,0.349924,0.2704,0.591817,0.5729,-0.0073,0.5515,0.5696,-0.171,14.5,35.0,14.5,36.0,38400,23.36
193,200,70.314129,0.351571,0.2666,0.183941,0.5862,-0.0109,0.547,0.5627,-0.185,7.5,27.5,40.0,25.0,38600,22.48
194,200,74.718564,0.373593,0.2628,0.422603,0.6834,-0.0037,0.481,0.4811,-0.191,4.5,36.5,33.0,26.0,38800,20.36
195,200,71.158952,0.355795,0.259,0.550715,0.6288,-0.0081,0.4963,0.5063,-0.188,6.0,39.5,19.5,35.0,39000,19.57
196,200,64.257142,0.321286,0.2552,0.488037,0.593,-0.0087,0.4009,0.4172,-0.156,22.0,42.5,12.0,23.5,39200,20.77
197,200,66.458738,0.332294,0.2514,0.251993,0.5766,-0.0104,0.4891,0.4948,-0.186,7.0,41.5,20.0,31.5,39400,19.6
198,200,72.264382,0.361322,0.2476,0.406716,0.6206,-0.0087,0.5276,0.5491,-0.188,6.0,30.0,33.5,30.5,39600,20.79
199,200,70.470364,0.352352,0.2438,0.376117,0.6339,-0.0098,0.4723,0.4928,-0.189,5.5,31.0,17.0,46.5,39800,20.07
200,200,73.825176,0.369126,0.24,0.438993,0.6401,-0.0102,0.5364,0.539,-0.187,6.5,37.5,18.0,38.0,40000,19.65
201,200,70.078573,0.350393,0.2362,0.412621,0.535,-0.0067,0.6202,0.6234,-0.173,13.5,21.5,37.5,27.5,40200,20.38
202,200,73.683478,0.368417,0.2324,0.483843,0.6062,-0.0046,0.566,0.5839,-0.162,19.0,27.5,35.5,18.0,40400,21.36
203,200,78.22875,0.391144,0.2286,0.482653,0.6905,-0.0052,0.542,0.5384,-0.189,5.5,41.0,30.0,23.5,40600,21.16
204,200,72.927305,0.364637,0.2248,0.468227,0.6632,-0.0065,0.4667,0.4876,-0.178,11.0,35.5,15.0,38.5,40800,19.81
205,200,74.115419,0.370577,0.221,0.427099,0.6166,-0.0072,0.5738,0.5787,-0.182,9.0,41.5,32.0,17.5,41000,20.92
206,200,71.331107,0.356656,0.2172,0.519645,0.5856,-0.0111,0.5717,0.5824,-0.188,6.0,28.0,29.0,37.0,41200,20.74
207,200,72.101885,0.360509,0.2134,0.369632,0.6467,-0.0105,0.4905,0.4906,-0.182,9.0,34.0,5.0,52.0,41400,19.79
208,200,74.275999,0.37138,0.2096,0.506104,0.6404,-0.0111,0.545,0.5494,-0.187,6.5,49.0,11.5,33.0,41600,20.77
209,200,68.708531,0.343543,0.2058,0.343535,0.6064,-0.0075,0.4854,0.4935,-0.193,3.5,19.5,41.5,35.5,41800,20.4
210,200,75.544903,0.377725,0.202,0.342815,0.6481,-0.007,0.5553,0.5625,-0.193,3.5,30.5,47.5,18.5,42000,21.11
211,200,68.002078,0.34001,0.1982,0.429599,0.566,-0.0109,0.5334,0.5344,-0.171,14.5,41.0,18.5,26.0,42200,21.22
212,200,72.376591,0.361883,0.1944,0.336146,0.6388,-0.0098,0.5069,0.5126,-0.185,7.5,46.5,37.5,8.5,42400,20.63
213,200,71.04485,0.355224,0.1906,0.541045,0.5859,-0.0073,0.5532,0.5702,-0.173,13.5,31.5,28.5,26.5,42600,20.24
214,200,74.641446,0.373207,0.1868,0.44831,0.6465,-0.006,0.5263,0.5496,-0.178,11.0,39.0,22.5,27.5,42800,20.73
215,200,82.702543,0.413513,0.183,0.488466,0.7309,-0.0053,0.5707,0.5576,-0.189,5.5,59.0,20.0,15.5,43000,20.6
216,200,62.296665,0.311483,0.1792,0.454189,0.4703,-0.0119,0.5833,0.5693,-0.181,9.5,25.0,37.0,28.5,43200,20.33
217,200,72.626138,0.363131,0.1754,0.314206,0.5899,-0.0061,0.5771,0.5892,-0.168,16.0,29.5,28.5,26.0,43400,20.67
218,200,71.384743,0.356924,0.1716,0.327421,0.6941,-0.0068,0.3925,0.415,-0.194,3.0,47.0,13.5,36.5,43600,20.13
219,200,70.458279,0.352291,0.1678,0.480921,0.584,-0.0122,0.5577,0.5697,-0.189,5.5,40.5,29.5,24.5,43800,21.77
220,200,73.01818,0.365091,0.164,0.448778,0.6452,-0.0091,0.5081,0.525,-0.194,3.0,46.5,14.5,36.0,44000,20.74
221,200,76.945653,0.384728,0.1602,0.549744,0.6395,-0.0063,0.5914,0.6048,-0.187,6.5,38.5,15.0,40.0,44200,20.7
222,200,68.166822,0.340834,0.1564,0.468526,0.5641,-0.0052,0.5387,0.5257,-0.169,15.5,27.0,28.0,29.5,44400,21.65
223,200,77.606212,0.388031,0.1526,0.470603,0.6663,-0.0078,0.5594,0.5746,-0.179,10.5,46.0,7.5,36.0,44600,20.75
224,200,70.191614,0.350958,0.1488,0.320154,0.5224,-0.0084,0.6429,0.6397,-0.163,18.5,29.0,26.5,26.0,44800,21.49
225,200,71.280444,0.356402,0.145,0.451882,0.6436,-0.0102,0.4727,0.497,-0.191,4.5,43.0,19.0,33.5,45000,21.13
226,200,71.053309,0.355267,0.1412,0.454873,0.548,-0.0067,0.6075,0.6321,-0.166,17.0,30.5,30.0,22.5,45200,21.12
227,200,69.241898,0.346209,0.1374,0.455437,0.58,-0.0103,0.543,0.5372,-0.184,8.0,35.5,27.5,29.0,45400,21.9
228,200,74.31731,0.371587,0.1336,0.357958,0.6849,-0.0042,0.4677,0.4769,-0.192,4.0,21.5,42.5,32.0,45600,20.75
229,200,77.473943,0.38737,0.1298,0.511035,0.6419,-0.0086,0.6108,0.6043,-0.193,3.5,35.5,41.0,20.0,45800,21.05
230,200,68.194148,0.340971,0.126,0.45567,0.599,-0.0093,0.4749,0.4946,-0.17,15.0,33.5,23.0,28.5,46000,21.82
231,200,73.905053,0.369525,0.1222,0.472651,0.6402,-0.0104,0.5256,0.5651,-0.193,3.5,44.5,15.0,37.0,46200,22.45
232,200,65.538691,0.327693,0.1184,0.678786,0.4789,-0.0105,0.6228,0.6262,-0.173,13.5,10.0,33.5,43.0,46400,22.32
233,200,72.121237,0.360606,0.1146,0.47355,0.5742,-0.0057,0.5928,0.5983,-0.164,18.0,22.5,32.5,27.0,46600,21.3
234,200,68.946663,0.344733,0.1108,0.475703,0.5182,-0.0089,0.6248,0.6475,-0.188,6.0,32.5,32.0,29.5,46800,21.0
235,200,75.197926,0.37599,0.107,0.467691,0.6191,-0.0023,0.5808,0.593,-0.175,12.5,23.0,31.0,33.5,47000,22.74
236,200,67.084403,0.335422,0.1032,0.569986,0.5748,-0.0049,0.4923,0.5128,-0.184,8.0,21.5,36.5,34.0,47200,22.63
237,200,71.597873,0.357989,0.0994,0.428936,0.6194,-0.0054,0.5186,0.5349,-0.197,1.5,28.5,48.0,22.0,47400,21.93
238,200,83.419017,0.417095,0.0956,0.452074,0.661,-0.0101,0.6959,0.7043,-0.196,2.0,43.0,24.5,30.5,47600,21.86
239,200,75.108588,0.375543,0.0918,0.502962,0.7273,-0.0105,0.427,0.4291,-0.197,1.5,36.5,31.5,30.5,47800,22.95
240,200,73.658842,0.368294,0.088,0.559214,0.6675,-0.0043,0.4777,0.4953,-0.188,6.0,27.5,30.5,36.0,48000,22.22
241,200,77.671334,0.388357,0.0842,0.350362,0.606,-0.0089,0.6674,0.68,-0.199,0.5,25.5,37.0,37.0,48200,22.19
242,200,73.531497,0.367657,0.0804,0.609693,0.6353,-0.0123,0.5431,0.5465,-0.195,2.5,55.0,21.0,21.5,48400,22.07
243,200,70.653209,0.353266,0.0766,0.671993,0.607,-0.0073,0.5162,0.5335,-0.185,7.5,29.0,29.0,34.5,48600,23.36
244,200,78.98818,0.394941,0.0728,0.45819,0.7097,-0.0064,0.5227,0.5285,-0.186,7.0,45.5,7.5,40.0,48800,22.8
245,200,77.658589,0.388293,0.069,0.550793,0.6485,-0.0117,0.6041,0.609,-0.197,1.5,40.5,23.5,34.5,49000,22.05
246,200,72.139336,0.360697,0.0652,0.530417,0.6036,-0.0084,0.56,0.5525,-0.179,10.5,32.5,27.5,29.5,49200,22.76
247,200,68.420889,0.342104,0.0614,0.556974,0.5559,-0.0086,0.5549,0.5726,-0.186,7.0,23.5,39.5,30.0,49400,22.08
248,200,72.471679,0.362358,0.0576,0.588674,0.6406,-0.0124,0.511,0.5229,-0.197,1.5,38.5,25.5,34.5,49600,23.38
249,200,65.319176,0.326596,0.0538,0.636192,0.6281,-0.0085,0.3704,0.3901,-0.171,14.5,41.5,17.5,26.5,49800,22.3
250,200,73.521453,0.367607,0.05,0.75304,0.6366,-0.0053,0.5228,0.5428,-0.184,8.0,42.5,21.5,28.0,50000,21.53
251,200,74.782714,0.373914,0.05,0.501307,0.6449,-0.0105,0.55,0.5436,-0.183,8.5,42.5,4.5,44.5,50200,23.72
252,200,71.927172,0.359636,0.05,0.398088,0.5396,-0.0146,0.6632,0.6636,-0.184,8.0,48.5,22.0,21.5,50400,22.28
253,200,65.817378,0.329087,0.05,0.521181,0.6317,-0.0075,0.3711,0.3913,-0.165,17.5,37.5,14.5,30.5,50600,22.64
254,200,69.399595,0.346998,0.05,0.26039,0.568,-0.007,0.5441,0.5602,-0.161,19.5,40.0,22.0,18.5,50800,22.61
255,200,65.710111,0.328551,0.05,0.538628,0.5565,-0.0138,0.4969,0.5264,-0.178,11.0,46.0,12.0,31.0,51000,23.06
256,200,66.923858,0.334619,0.05,0.671522,0.557,-0.006,0.5139,0.5233,-0.161,19.5,26.0,22.0,32.5,51200,23.13
257,200,80.858141,0.404291,0.05,0.597746,0.8172,-0.0029,0.3802,0.4032,-0.192,4.0,10.0,27.0,59.0,51400,22.12
258,200,74.464719,0.372324,0.05,0.352062,0.6381,-0.0076,0.5476,0.5483,-0.18,10.0,48.0,14.5,27.5,51600,21.37
259,200,74.344221,0.371721,0.05,0.433821,0.5809,-0.0143,0.6457,0.6336,-0.173,13.5,63.5,16.5,6.5,51800,23.4
260,200,74.601418,0.373007,0.05,0.386773,0.671,-0.0073,0.4904,0.5136,-0.185,7.5,45.0,14.0,33.5,52000,23.23
261,200,71.559478,0.357797,0.05,0.745167,0.618,-0.0084,0.5191,0.5314,-0.183,8.5,30.5,40.5,20.5,52200,22.8
262,200,61.961534,0.309808,0.05,0.609915,0.474,-0.0043,0.5365,0.5529,-0.145,27.5,29.0,36.5,7.0,52400,21.53
263,200,78.494491,0.392472,0.05,0.593738,0.722,-0.0091,0.5012,0.5055,-0.198,1.0,39.0,19.0,41.0,52600,23.34
264,200,61.290339,0.306452,0.05,0.798556,0.4451,-0.0109,0.5842,0.595,-0.16,20.0,23.0,27.5,29.5,52800,22.26
265,200,71.172619,0.355863,0.05,0.447219,0.6596,-0.0079,0.449,0.4634,-0.197,1.5,17.5,37.0,44.0,53000,22.85
266,200,77.86028,0.389301,0.05,0.510205,0.7131,-0.0092,0.495,0.5214,-0.2,0.0,32.0,27.5,40.5,53200,22.1
267,200,79.805973,0.39903,0.05,0.750077,0.6984,-0.0087,0.5634,0.564,-0.191,4.5,57.5,17.5,20.5,53400,23.79
268,200,68.882886,0.344414,0.05,0.533523,0.6557,-0.0064,0.3916,0.4118,-0.162,19.0,51.5,7.0,22.5,53600,22.9
269,200,75.386388,0.376932,0.05,0.58601,0.6136,-0.0057,0.6088,0.6151,-0.199,0.5,30.0,34.0,35.5,53800,22.47
270,200,67.53909,0.337695,0.05,0.67896,0.6072,-0.0079,0.4618,0.465,-0.19,5.0,23.5,33.5,38.0,54000,22.39
271,200,70.417902,0.35209,0.05,0.304157,0.6578,-0.0076,0.4396,0.4472,-0.198,1.0,38.5,47.0,13.5,54200,23.41
272,200,68.457957,0.34229,0.05,0.556795,0.5362,-0.0159,0.6043,0.5982,-0.187,6.5,47.0,24.0,22.5,54400,22.7
273,200,71.712015,0.35856,0.05,0.455196,0.6235,-0.0103,0.5189,0.5369,-0.198,1.0,49.0,26.0,24.0,54600,21.54
274,200,68.383016,0.341915,0.05,0.329313,0.4964,-0.0109,0.6592,0.66,-0.188,6.0,26.0,37.5,30.5,54800,22.43
275,200,71.979039,0.359895,0.05,0.616338,0.5867,-0.0093,0.5715,0.5923,-0.174,13.0,34.5,26.0,26.5,55000,23.31
276,200,64.607488,0.323037,0.05,0.474935,0.5146,-0.0051,0.5294,0.5453,-0.155,22.5,37.0,12.5,28.0,55200,22.69
277,200,71.244301,0.356222,0.05,0.821008,0.591,-0.004,0.5521,0.568,-0.188,6.0,7.0,41.0,46.0,55400,21.88
278,200,72.781926,0.36391,0.05,0.510715,0.556,-0.0158,0.6629,0.6554,-0.195,2.5,31.5,43.5,22.5,55600,22.13
279,200,74.50863,0.372543,0.05,0.77789,0.6281,-0.0078,0.5583,0.5712,-0.176,12.0,32.5,13.5,42.0,55800,23.19
280,200,67.308515,0.336543,0.05,0.509678,0.4562,-0.0122,0.6937,0.6845,-0.154,23.0,43.0,2.5,31.5,56000,22.75
281,200,69.523508,0.347618,0.05,0.399712,0.5926,-0.0091,0.5163,0.53,-0.176,12.0,20.0,17.0,51.0,56200,21.98
282,200,77.23598,0.38618,0.05,0.406677,0.757,-0.0098,0.4113,0.4394,-0.198,1.0,42.0,6.0,51.0,56400,23.05
283,200,71.583121,0.357916,0.05,0.691372,0.5515,-0.0056,0.6114,0.6258,-0.156,22.0,23.5,35.0,19.5,56600,22.59
284,200,70.325485,0.351627,0.05,0.416264,0.5541,-0.0153,0.6036,0.6066,-0.174,13.0,55.5,3.5,28.0,56800,22.37
285,200,70.49624,0.352481,0.05,0.41947,0.6349,-0.0106,0.4761,0.4916,-0.194,3.0,56.0,20.5,20.5,57000,21.77
286,200,66.57935,0.332897,0.05,0.483115,0.5945,-0.0023,0.4427,0.4645,-0.172,14.0,36.0,38.5,11.5,57200,21.64
287,200,72.078037,0.36039,0.05,0.668003,0.6592,-0.0153,0.4729,0.4952,-0.199,0.5,51.5,11.0,37.0,57400,22.72
288,200,68.932781,0.344664,0.05,0.695964,0.6123,-0.009,0.4766,0.489,-0.184,8.0,49.5,19.5,23.0,57600,22.97
289,200,77.483403,0.387417,0.05,0.537314,0.6674,-0.013,0.5719,0.5774,-0.198,1.0,35.0,39.0,25.0,57800,22.82
290,200,75.981168,0.379906,0.05,0.706766,0.6395,-0.0123,0.5867,0.591,-0.199,0.5,39.0,17.0,43.5,58000,22.53
291,200,76.552036,0.38276,0.05,0.690948,0.6786,-0.015,0.5302,0.5546,-0.199,0.5,53.0,8.5,38.0,58200,23.21
292,200,71.143909,0.35572,0.05,0.931985,0.607,-0.0068,0.526,0.5401,-0.183,8.5,37.0,18.0,36.5,58400,22.42
293,200,61.420619,0.307103,0.05,0.483952,0.5065,-0.0086,0.4932,0.4847,-0.158,21.0,16.5,30.5,32.0,58600,22.5
294,200,67.210924,0.336055,0.05,0.775266,0.5233,-0.015,0.5813,0.599,-0.166,17.0,48.5,17.0,17.5,58800,22.62
295,200,71.787154,0.358936,0.05,0.475241,0.6242,-0.0163,0.5234,0.5442,-0.196,2.0,61.5,16.5,20.0,59000,23.45
296,200,68.360253,0.341801,0.05,0.551322,0.5647,-0.007,0.5386,0.5519,-0.183,8.5,23.0,31.5,37.0,59200,22.34
297,200,69.736818,0.348684,0.05,0.657657,0.5818,-0.0184,0.5566,0.561,-0.19,5.0,48.0,27.5,19.5,59400,22.29
298,200,54.156963,0.270785,0.05,0.617293,0.4367,-0.0043,0.4315,0.4575,-0.133,33.5,26.5,25.5,14.5,59600,22.28
299,200,73.5447,0.367724,0.05,0.685734,0.6304,-0.0035,0.5367,0.5523,-0.193,3.5,28.5,38.5,29.5,59800,22.79
300,200,71.938256,0.359691,0.05,0.732304,0.7138,-0.0073,0.3752,0.3891,-0.192,4.0,24.0,35.0,37.0,60000,23.28
301,200,64.426758,0.322134,0.05,0.784764,0.6248,-0.0048,0.3509,0.3719,-0.164,18.0,35.5,4.0,42.5,60200,22.33
302,200,68.185037,0.340925,0.05,0.537341,0.5856,-0.0063,0.507,0.5103,-0.188,6.0,18.5,34.5,41.0,60400,22.2
303,200,69.666817,0.348334,0.05,0.62136,0.5327,-0.0059,0.6211,0.6178,-0.182,9.0,7.5,39.0,44.5,60600,24.07
304,200,71.670967,0.358355,0.05,0.672357,0.5699,-0.0118,0.6102,0.6144,-0.196,2.0,34.5,49.0,14.5,60800,21.93
305,200,77.48243,0.387412,0.05,0.492103,0.6515,-0.0046,0.5831,0.5882,-0.183,8.5,9.5,24.0,58.0,61000,22.1
306,200,72.671043,0.363355,0.05,0.508436,0.6218,-0.0056,0.5297,0.5468,-0.181,9.5,28.5,20.0,42.0,61200,23.03
307,200,72.358138,0.361791,0.05,0.515716,0.6843,-0.0063,0.4322,0.4432,-0.195,2.5,42.5,30.0,25.0,61400,23.14
308,200,77.646118,0.388231,0.05,0.531366,0.6302,-0.0108,0.6361,0.6325,-0.198,1.0,29.0,31.5,38.5,61600,22.02
309,200,72.501773,0.362509,0.05,0.587959,0.6335,-0.0028,0.5039,0.5225,-0.18,10.0,29.5,35.5,25.0,61800,22.48
310,200,67.081377,0.335407,0.05,0.614258,0.5939,-0.0069,0.4685,0.4849,-0.192,4.0,20.5,33.5,42.0,62000,22.92
311,200,74.053889,0.370269,0.05,0.539897,0.6789,-0.0072,0.4724,0.4935,-0.197,1.5,51.0,16.5,31.0,62200,22.91
312,200,77.521094,0.387605,0.05,0.63407,0.7126,-0.0079,0.4888,0.5043,-0.192,4.0,38.5,17.0,40.5,62400,22.95
313,200,80.940322,0.404702,0.05,0.664857,0.7537,-0.0078,0.4978,0.4974,-0.192,4.0,47.5,10.5,38.0,62600,21.16
314,200,75.697581,0.378488,0.05,0.624213,0.6327,-0.0112,0.5917,0.5874,-0.193,3.5,48.5,17.5,30.5,62800,22.81
315,200,65.237655,0.326188,0.05,0.680733,0.4418,-0.0104,0.665,0.663,-0.14,30.0,37.0,5.0,28.0,63000,22.98
316,200,69.139424,0.345697,0.05,0.503225,0.5975,-0.0077,0.5027,0.514,-0.182,9.0,17.0,44.0,30.0,63200,22.61
317,200,79.710628,0.398553,0.05,0.874634,0.7503,-0.0052,0.4655,0.4889,-0.19,5.0,33.0,15.0,47.0,63400,22.23
318,200,78.142642,0.390713,0.05,0.62113,0.7348,-0.0072,0.4724,0.4703,-0.193,3.5,36.0,20.0,40.5,63600,23.07
319,200,64.662341,0.323312,0.05,0.565224,0.5842,-0.0108,0.4471,0.4446,-0.192,4.0,33.5,19.5,43.0,63800,23.66
320,200,59.072381,0.295362,0.05,0.546968,0.4142,-0.0089,0.5847,0.5893,-0.147,26.5,31.5,17.0,25.0,64000,22.52
321,200,66.523917,0.33262,0.05,0.607758,0.4651,-0.0126,0.6578,0.6647,-0.154,23.0,49.0,12.5,15.5,64200,22.28
322,200,70.47648,0.352382,0.05,0.542767,0.6487,-0.0089,0.4469,0.4659,-0.185,7.5,39.0,16.0,37.5,64400,22.34
323,200,70.612962,0.353065,0.05,1.006263,0.5822,-0.0108,0.554,0.5629,-0.165,17.5,49.5,20.5,12.5,64600,22.91
324,200,78.728925,0.393645,0.05,0.53877,0.7056,-0.0026,0.5174,0.5245,-0.18,10.0,32.5,29.5,28.0,64800,22.65
325,200,59.048636,0.295243,0.05,0.633846,0.4692,-0.0109,0.5048,0.5188,-0.173,13.5,33.5,26.5,26.5,65000,21.51
326,200,71.872361,0.359362,0.05,0.743355,0.6029,-0.0083,0.5462,0.5776,-0.194,3.0,30.5,37.0,29.5,65200,23.62
327,200,71.089198,0.355446,0.05,0.588357,0.5514,-0.0039,0.616,0.6176,-0.183,8.5,2.0,50.0,39.5,65400,22.86
328,200,71.315146,0.356576,0.05,0.829651,0.6316,-0.0089,0.4944,0.5141,-0.194,3.0,38.0,31.0,28.0,65600,22.7
329,200,74.754928,0.373775,0.05,0.686202,0.6479,-0.0062,0.5398,0.5509,-0.199,0.5,13.0,43.0,43.5,65800,22.76
330,200,73.302251,0.366511,0.05,0.65544,0.7041,-0.0105,0.423,0.4385,-0.198,1.0,33.0,12.0,54.0,66000,23.28
331,200,72.145382,0.360727,0.05,0.697949,0.6085,-0.0176,0.5592,0.5635,-0.185,7.5,56.5,8.5,27.5,66200,22.71
332,200,66.563184,0.332816,0.05,0.359786,0.569,-0.0103,0.4923,0.5265,-0.187,6.5,43.0,40.0,10.5,66400,22.93
333,200,74.575252,0.372876,0.05,0.476924,0.6025,-0.0109,0.6051,0.6284,-0.19,5.0,45.0,13.0,37.0,66600,21.77
334,200,69.991257,0.349956,0.05,0.636243,0.5465,-0.0119,0.6074,0.6232,-0.191,4.5,32.0,22.5,41.0,66800,23.89
335,200,69.540189,0.347701,0.05,0.551928,0.5717,-0.0106,0.5599,0.5746,-0.198,1.0,34.0,40.5,24.5,67000,22.71
336,200,73.234224,0.366171,0.05,0.922681,0.6542,-0.0059,0.4931,0.5099,-0.19,5.0,14.5,33.0,47.5,67200,21.88
337,200,71.588874,0.357944,0.05,0.753406,0.6395,-0.0076,0.4805,0.5187,-0.199,0.5,29.5,42.5,27.5,67400,22.44
338,200,74.743267,0.373716,0.05,0.557204,0.6423,-0.0049,0.5301,0.5581,-0.173,13.5,30.0,26.5,30.0,67600,23.18
339,200,76.449591,0.382248,0.05,0.723707,0.6884,-0.0088,0.5064,0.5283,-0.197,1.5,41.0,14.5,43.0,67800,22.54
340,200,72.05774,0.360289,0.05,0.698148,0.6567,-0.0067,0.4668,0.4877,-0.195,2.5,29.0,29.5,39.0,68000,22.06
341,200,68.825222,0.344126,0.05,0.568425,0.5876,-0.0103,0.5178,0.5278,-0.188,6.0,25.0,33.0,36.0,68200,22.68
342,200,60.713184,0.303566,0.05,0.816655,0.4738,-0.0053,0.5273,0.5315,-0.169,15.5,10.5,44.5,29.5,68400,22.7
343,200,75.547529,0.377738,0.05,0.466381,0.714,-0.0037,0.442,0.4527,-0.185,7.5,15.5,9.5,67.5,68600,22.5
344,200,59.9309,0.299655,0.05,0.544532,0.494,-0.0046,0.4701,0.4879,-0.161,19.5,9.5,34.0,37.0,68800,22.13
345,200,68.285906,0.34143,0.05,0.69183,0.4958,-0.0074,0.636,0.6526,-0.157,21.5,25.0,24.5,29.0,69000,22.62
346,200,71.500698,0.357503,0.05,0.745999,0.52,-0.0148,0.6884,0.6984,-0.199,0.5,35.0,15.0,49.5,69200,23.63
347,200,77.260818,0.386304,0.05,0.647998,0.6913,-0.0052,0.5148,0.5284,-0.19,5.0,31.0,17.5,46.5,69400,23.13
348,200,76.586509,0.382933,0.05,0.422729,0.6601,-0.0071,0.5552,0.5686,-0.195,2.5,29.5,26.5,41.5,69600,22.11
349,200,69.093464,0.345467,0.05,0.725747,0.5802,-0.0091,0.5298,0.5459,-0.184,8.0,30.0,29.0,33.0,69800,22.19
350,200,68.309389,0.341547,0.05,0.471123,0.5827,-0.0044,0.5058,0.5122,-0.175,12.5,27.0,23.0,37.5,70000,23.22
351,200,76.631234,0.383156,0.05,0.591194,0.6049,-0.0119,0.6527,0.6496,-0.187,6.5,54.0,29.0,10.5,70200,23.02
352,200,75.039474,0.375197,0.05,0.543247,0.6139,-0.0082,0.6093,0.5921,-0.189,5.5,29.5,32.0,33.0,70400,21.9
353,200,75.276886,0.376384,0.05,0.77014,0.6222,-0.0093,0.5964,0.5947,-0.191,4.5,55.0,22.5,18.0,70600,23.15
354,200,68.6857,0.343428,0.05,0.396916,0.6211,-0.0167,0.4674,0.4896,-0.199,0.5,66.0,7.0,26.5,70800,23.06
355,200,67.857214,0.339286,0.05,0.471997,0.5007,-0.0081,0.6366,0.6282,-0.173,13.5,47.5,36.0,3.0,71000,22.61
356,200,76.038049,0.38019,0.05,0.563556,0.6589,-0.0083,0.5489,0.557,-0.193,3.5,49.0,46.5,1.0,71200,22.23
357,200,67.016853,0.335084,0.05,0.482075,0.5576,-0.0047,0.5226,0.5322,-0.184,8.0,17.5,40.5,34.0,71400,22.59
358,200,65.95858,0.329793,0.05,0.833888,0.498,-0.0093,0.5992,0.5975,-0.167,16.5,28.5,23.0,32.0,71600,23.46
359,200,86.312429,0.431562,0.05,0.640741,0.804,-0.0018,0.5162,0.5148,-0.185,7.5,38.5,22.0,32.0,71800,23.17
360,200,76.311998,0.38156,0.05,0.376446,0.7159,-0.0089,0.4592,0.4847,-0.199,0.5,55.0,18.0,26.5,72000,22.07
361,200,73.279787,0.366399,0.05,0.576525,0.5477,-0.0046,0.6636,0.6782,-0.189,5.5,13.0,55.0,26.5,72200,22.47
362,200,66.920944,0.334605,0.05,1.203073,0.5126,-0.0176,0.612,0.6196,-0.198,1.0,34.5,17.5,47.0,72400,23.01
363,200,73.056237,0.365281,0.05,0.578549,0.6066,-0.0073,0.5633,0.5737,-0.174,13.0,28.0,13.0,46.0,72600,22.8
364,200,70.181796,0.350909,0.05,1.034801,0.5995,-0.0055,0.5245,0.5312,-0.193,3.5,14.0,39.0,43.5,72800,23.37
365,200,74.045085,0.370225,0.05,0.790223,0.6169,-0.0118,0.5833,0.5721,-0.183,8.5,35.0,23.5,33.0,73000,23.04
366,200,72.867855,0.364339,0.05,1.045345,0.7052,-0.0062,0.4005,0.4364,-0.199,0.5,17.0,32.5,50.0,73200,23.72
367,200,64.817185,0.324086,0.05,0.410849,0.4927,-0.0096,0.592,0.5732,-0.167,16.5,36.0,20.5,27.0,73400,22.88
368,200,64.154074,0.32077,0.05,0.428231,0.4568,-0.0127,0.6292,0.6355,-0.167,16.5,31.5,13.0,39.0,73600,22.57
369,200,72.309145,0.361546,0.05,0.681388,0.5809,-0.0094,0.6047,0.6062,-0.198,1.0,36.0,40.0,23.0,73800,22.31
370,200,68.641426,0.343207,0.05,0.725461,0.5096,-0.0063,0.6304,0.6338,-0.17,15.0,17.5,52.0,15.5,74000,23.33
371,200,76.785137,0.383926,0.05,0.679293,0.6923,-0.0069,0.5087,0.5102,-0.186,7.0,15.5,17.5,60.0,74200,22.46
372,200,81.69563,0.408478,0.05,0.454149,0.7393,-0.0098,0.5388,0.5411,-0.197,1.5,47.0,10.0,41.5,74400,22.47
373,200,73.435266,0.367176,0.05,0.853828,0.5533,-0.0151,0.6752,0.6814,-0.198,1.0,44.0,19.0,36.0,74600,22.78
374,200,74.414518,0.372073,0.05,0.911543,0.6687,-0.0046,0.4831,0.508,-0.175,12.5,41.5,5.5,40.5,74800,22.81
375,200,78.994342,0.394972,0.05,0.382297,0.6871,-0.0036,0.5614,0.5663,-0.198,1.0,24.5,59.0,15.5,75000,23.01
376,200,75.012177,0.375061,0.05,0.367777,0.6395,-0.0091,0.5675,0.5568,-0.193,3.5,40.0,32.5,24.0,75200,22.25
377,200,64.11964,0.320598,0.05,0.515685,0.5931,-0.0093,0.4203,0.4234,-0.197,1.5,35.5,43.0,20.0,75400,23.13
378,200,74.362198,0.371811,0.05,0.647198,0.6066,-0.0154,0.5996,0.6236,-0.193,3.5,53.5,7.0,36.0,75600,23.45
379,200,69.771345,0.348857,0.05,0.627845,0.6169,-0.0084,0.4955,0.4939,-0.195,2.5,17.5,37.5,42.5,75800,22.46
