episode,steps,total_reward,avg_reward,actor_loss,critic_loss,entropy,clip_fraction,r_detection,r_false_positive,r_throughput,r_latency,r_stability,action_allow_pct,action_block_pct,action_reroute_pct,action_rate_limit_pct,avg_rate_limit,avg_reroute_weight,avg_priority,total_timesteps,wall_time_s
220,200,65.550691,0.327753,6.895434,13.263117,10.256816,0.93457,0.5036,-0.0065,0.5641,0.5804,-0.147,26.5,39.5,27.5,6.5,0.4308,0.5451,0.194,44000,27.35
221,200,57.553744,0.287769,6.895434,13.263117,10.256816,0.93457,0.4732,-0.0087,0.46,0.4595,-0.143,28.5,42.5,26.0,3.0,0.4399,0.5155,0.0239,44200,26.4
222,200,58.455243,0.292276,6.895434,13.263117,10.256816,0.93457,0.4003,-0.0127,0.5954,0.6034,-0.143,28.5,41.5,26.5,3.5,0.4386,0.5379,0.2196,44400,25.06
223,200,61.35982,0.306799,6.895434,13.263117,10.256816,0.93457,0.526,-0.0079,0.4493,0.4667,-0.157,21.5,47.5,28.5,2.5,0.4875,0.5303,0.0521,44600,26.27
224,200,66.518958,0.332595,6.895434,13.263117,10.256816,0.93457,0.4974,-0.0109,0.606,0.6095,-0.155,22.5,41.0,34.0,2.5,0.4232,0.5913,0.1221,44800,26.26
225,200,61.067935,0.30534,6.895434,13.263117,10.256816,0.93457,0.525,-0.0073,0.4434,0.4625,-0.156,22.0,44.5,28.5,5.0,0.4597,0.5533,0.1859,45000,26.03
226,200,66.375819,0.331879,5.748021,10.543577,10.256816,0.930176,0.5332,-0.0078,0.5529,0.5382,-0.162,19.0,46.0,33.5,1.5,0.4638,0.5846,0.0825,45200,53.0
227,200,67.851577,0.339258,5.748021,10.543577,10.256816,0.930176,0.5463,-0.0063,0.5449,0.5618,-0.156,22.0,39.0,32.0,7.0,0.422,0.5921,0.0678,45400,26.23
228,200,62.919428,0.314597,5.748021,10.543577,10.256816,0.930176,0.502,-0.0067,0.5163,0.5265,-0.146,27.0,44.0,25.5,3.5,0.4581,0.522,0.1554,45600,26.19
229,200,65.458523,0.327293,5.748021,10.543577,10.256816,0.930176,0.5494,-0.0068,0.4957,0.5009,-0.152,24.0,39.5,31.5,5.0,0.4174,0.5619,0.1563,45800,25.0
230,200,57.893376,0.289467,5.748021,10.543577,10.256816,0.930176,0.4334,-0.0151,0.5418,0.5453,-0.159,20.5,49.5,26.0,4.0,0.5113,0.5179,0.0638,46000,26.24
231,200,69.154912,0.345775,5.748021,10.543577,10.256816,0.930176,0.5406,-0.0072,0.5752,0.5985,-0.148,26.0,43.5,29.5,1.0,0.4369,0.5717,0.0126,46200,26.33
232,200,59.024567,0.295123,5.748021,10.543577,10.256816,0.930176,0.4255,-0.011,0.5592,0.5821,-0.144,28.0,40.0,30.0,2.0,0.4109,0.5159,0.2187,46400,25.33
233,200,63.668891,0.318344,5.748021,10.543577,10.256816,0.930176,0.4454,-0.0137,0.6428,0.6349,-0.163,18.5,45.0,31.0,5.5,0.4738,0.5656,-0.0059,46600,28.64
234,200,65.698225,0.328491,5.748021,10.543577,10.256816,0.930176,0.5712,-0.0056,0.4578,0.4823,-0.155,22.5,51.0,24.0,2.5,0.519,0.5634,0.0638,46800,43.2
235,200,61.783007,0.308915,5.748021,10.543577,10.256816,0.930176,0.4397,-0.0101,0.5966,0.6065,-0.146,27.0,39.0,30.5,3.5,0.4039,0.5128,0.076,47000,43.66
236,200,68.204294,0.341021,3.730943,11.605816,10.256816,0.922363,0.5595,-0.0064,0.5312,0.5443,-0.153,23.5,44.5,28.5,3.5,0.4595,0.4884,0.1187,47200,95.68
237,200,63.382835,0.316914,3.730943,11.605816,10.256816,0.922363,0.5524,-0.0068,0.4475,0.4635,-0.158,21.0,44.5,31.0,3.5,0.4613,0.5881,0.1515,47400,37.51
238,200,61.425451,0.307127,3.730943,11.605816,10.256816,0.922363,0.4978,-0.0086,0.4934,0.5043,-0.143,28.5,42.0,25.5,4.0,0.437,0.4916,0.0873,47600,37.2
239,200,67.357588,0.336788,3.730943,11.605816,10.256816,0.922363,0.4992,-0.0104,0.6127,0.6289,-0.151,24.5,44.5,25.5,5.5,0.4738,0.547,0.2015,47800,42.26
240,200,63.683417,0.318417,3.730943,11.605816,10.256816,0.922363,0.4598,-0.009,0.5973,0.6124,-0.141,29.5,41.5,25.0,4.0,0.441,0.4851,0.131,48000,44.76
241,200,62.60162,0.313008,3.730943,11.605816,10.256816,0.922363,0.557,-0.0079,0.4338,0.4292,-0.158,21.0,44.0,29.0,6.0,0.4718,0.5433,0.0487,48200,45.11
242,200,64.761588,0.323808,3.730943,11.605816,10.256816,0.922363,0.5261,-0.0053,0.5113,0.5289,-0.149,25.5,37.0,32.5,5.0,0.3898,0.5515,0.0992,48400,47.09
243,200,64.521236,0.322606,3.730943,11.605816,10.256816,0.922363,0.5187,-0.0083,0.5247,0.5399,-0.155,22.5,42.0,28.5,7.0,0.456,0.5018,0.18,48600,43.16
244,200,59.278287,0.296391,3.730943,11.605816,10.256816,0.922363,0.413,-0.0161,0.6014,0.6101,-0.16,20.0,46.0,28.5,5.5,0.4817,0.558,0.1174,48800,45.18
245,200,65.886788,0.329434,3.730943,11.605816,10.256816,0.922363,0.4919,-0.0089,0.5943,0.6005,-0.143,28.5,42.0,25.5,4.0,0.4456,0.4855,0.0574,49000,38.81
246,200,65.128309,0.325642,4.844041,10.889607,10.256816,0.939941,0.5531,-0.0064,0.4711,0.5066,-0.153,23.5,45.0,25.5,6.0,0.4825,0.5316,0.0572,49200,76.26
247,200,66.566226,0.332831,4.844041,10.889607,10.256816,0.939941,0.5118,-0.0089,0.5807,0.5822,-0.15,25.0,43.5,28.0,3.5,0.4505,0.5229,0.3335,49400,36.55
248,200,59.8836,0.299418,4.844041,10.889607,10.256816,0.939941,0.4224,-0.0142,0.5996,0.5996,-0.159,20.5,44.0,32.0,3.5,0.4619,0.6082,0.169,49600,37.09
249,200,63.201848,0.316009,4.844041,10.889607,10.256816,0.939941,0.4846,-0.0119,0.5512,0.5814,-0.157,21.5,41.5,32.0,5.0,0.4435,0.5578,0.1321,49800,35.68
250,200,66.525137,0.332626,4.844041,10.889607,10.256816,0.939941,0.5345,-0.0081,0.5384,0.5619,-0.161,19.5,46.0,30.5,4.0,0.4833,0.5664,0.1602,50000,36.57
251,200,62.352746,0.311764,4.844041,10.889607,10.256816,0.939941,0.4869,-0.0084,0.5244,0.5465,-0.142,29.0,44.0,22.5,4.5,0.4619,0.4773,0.0754,50200,37.81
252,200,64.400254,0.322001,4.844041,10.889607,10.256816,0.939941,0.5358,-0.0071,0.4877,0.5138,-0.151,24.5,38.0,32.5,5.0,0.403,0.6187,0.1351,50400,34.88
253,200,65.992877,0.329964,4.844041,10.889607,10.256816,0.939941,0.4821,-0.0131,0.6183,0.6335,-0.157,21.5,48.5,24.0,6.0,0.5072,0.5452,0.1606,50600,33.27
254,200,62.33871,0.311694,4.844041,10.889607,10.256816,0.939941,0.4887,-0.0066,0.5295,0.5265,-0.142,29.0,39.5,25.0,6.5,0.4282,0.5012,0.1703,50800,36.11
255,200,61.008869,0.305044,4.844041,10.889607,10.256816,0.939941,0.5096,-0.0096,0.4664,0.4826,-0.146,27.0,44.0,24.0,5.0,0.4616,0.5121,-0.0252,51000,37.08
256,200,63.585301,0.317927,6.303474,12.297904,10.256816,0.928223,0.4797,-0.0077,0.5636,0.5794,-0.145,27.5,37.0,32.5,3.0,0.3933,0.587,0.0459,51200,79.75
257,200,63.860761,0.319304,6.303474,12.297904,10.256816,0.928223,0.5672,-0.0063,0.439,0.4375,-0.156,22.0,45.0,27.5,5.5,0.4871,0.5661,0.144,51400,33.65
258,200,67.664544,0.338323,6.303474,12.297904,10.256816,0.928223,0.4592,-0.009,0.6849,0.6934,-0.152,24.0,35.0,36.5,4.5,0.373,0.6061,0.0943,51600,36.34
259,200,58.867146,0.294336,6.303474,12.297904,10.256816,0.928223,0.4947,-0.0085,0.4482,0.4657,-0.152,24.0,39.5,33.0,3.5,0.4149,0.5814,0.1363,51800,41.07
260,200,62.444927,0.312225,6.303474,12.297904,10.256816,0.928223,0.4624,-0.0083,0.5743,0.5817,-0.15,25.0,41.5,31.5,2.0,0.4232,0.5519,0.1049,52000,39.86
261,200,59.561961,0.29781,6.303474,12.297904,10.256816,0.928223,0.4456,-0.0076,0.5404,0.5439,-0.14,30.0,39.0,27.0,4.0,0.4131,0.543,0.0724,52200,39.66
262,200,64.913218,0.324566,6.303474,12.297904,10.256816,0.928223,0.4905,-0.0082,0.5785,0.5844,-0.148,26.0,42.0,27.5,4.5,0.4417,0.5124,0.1088,52400,38.7
263,200,66.954801,0.334774,6.303474,12.297904,10.256816,0.928223,0.5424,-0.0068,0.5303,0.5536,-0.154,23.0,46.5,27.5,3.0,0.4726,0.5848,0.0633,52600,38.13
264,200,65.644055,0.32822,6.303474,12.297904,10.256816,0.928223,0.482,-0.006,0.5931,0.6186,-0.139,30.5,37.0,29.5,3.0,0.3843,0.5458,0.1612,52800,46.72
265,200,66.26687,0.331334,6.303474,12.297904,10.256816,0.928223,0.5127,-0.0109,0.5771,0.5843,-0.16,20.0,43.0,31.5,5.5,0.4604,0.5458,0.1078,53000,47.65
266,200,62.591348,0.312957,6.303474,12.297904,10.256816,0.928223,0.4319,-0.0142,0.6377,0.6288,-0.148,26.0,43.0,25.5,5.5,0.4543,0.5202,0.0976,53200,49.99
267,200,62.222945,0.311115,2.507535,11.655092,10.256816,0.931641,0.515,-0.0069,0.482,0.4936,-0.148,26.0,41.0,28.5,4.5,0.4332,0.5313,0.0433,53400,101.15
268,200,63.707218,0.318536,2.507535,11.655092,10.256816,0.931641,0.5497,-0.0069,0.462,0.4689,-0.158,21.0,38.5,35.5,5.0,0.413,0.5907,0.074,53600,51.64
269,200,70.118392,0.350592,2.507535,11.655092,10.256816,0.931641,0.5434,-0.0054,0.5985,0.6021,-0.154,23.0,44.0,28.5,4.5,0.4655,0.5299,0.1167,53800,44.86
270,200,58.882497,0.294412,2.507535,11.655092,10.256816,0.931641,0.4643,-0.0072,0.4981,0.5029,-0.145,27.5,38.5,30.5,3.5,0.3968,0.5314,0.025,54000,42.91
271,200,64.763834,0.323819,2.507535,11.655092,10.256816,0.931641,0.4883,-0.0096,0.5851,0.5822,-0.151,24.5,43.5,27.5,4.5,0.4601,0.5636,0.1789,54200,49.14
272,200,65.263795,0.326319,2.507535,11.655092,10.256816,0.931641,0.5093,-0.0067,0.5472,0.566,-0.144,28.0,42.5,24.0,5.5,0.4571,0.5208,0.1175,54400,50.16
273,200,63.410492,0.317052,2.507535,11.655092,10.256816,0.931641,0.5284,-0.0043,0.4811,0.4989,-0.153,23.5,40.5,32.5,3.5,0.4246,0.6163,0.0891,54600,51.32
274,200,63.165672,0.315828,2.507535,11.655092,10.256816,0.931641,0.4576,-0.0134,0.6066,0.6065,-0.155,22.5,46.0,29.0,2.5,0.4755,0.4991,0.012,54800,63.73
275,200,64.494129,0.322471,2.507535,11.655092,10.256816,0.931641,0.5183,-0.0104,0.5248,0.5393,-0.149,25.5,42.0,26.5,6.0,0.4508,0.5557,0.0729,55000,51.76
276,200,67.859095,0.339295,2.507535,11.655092,10.256816,0.931641,0.4809,-0.0112,0.6467,0.6821,-0.155,22.5,46.5,26.5,4.5,0.4821,0.5706,0.0909,55200,44.66
277,200,64.443613,0.322218,21.265725,11.226639,10.256816,0.939941,0.5321,-0.0074,0.5057,0.5039,-0.15,25.0,42.0,31.5,1.5,0.4288,0.5222,0.1219,55400,104.01
278,200,60.965088,0.304825,21.265725,11.226639,10.256816,0.939941,0.3987,-0.0123,0.6582,0.6509,-0.154,23.0,38.5,33.0,5.5,0.4244,0.5717,0.2091,55600,52.9
279,200,68.549678,0.342748,21.265725,11.226639,10.256816,0.939941,0.5491,-0.0082,0.563,0.567,-0.16,20.0,44.5,32.5,3.0,0.4581,0.6206,0.0304,55800,58.16
280,200,58.28974,0.291449,21.265725,11.226639,10.256816,0.939941,0.4732,-0.0117,0.4753,0.4973,-0.159,20.5,44.0,30.0,5.5,0.4635,0.5975,0.1091,56000,54.61
281,200,58.707452,0.293537,21.265725,11.226639,10.256816,0.939941,0.4117,-0.0118,0.5788,0.591,-0.141,29.5,39.0,28.5,3.0,0.4047,0.5245,0.0174,56200,40.99
282,200,66.67007,0.33335,21.265725,11.226639,10.256816,0.939941,0.477,-0.0109,0.6405,0.6411,-0.149,25.5,48.0,22.0,4.5,0.5055,0.5523,0.1283,56400,46.86
283,200,65.045894,0.325229,21.265725,11.226639,10.256816,0.939941,0.4853,-0.0096,0.59,0.6049,-0.155,22.5,47.5,25.5,4.5,0.4975,0.5315,0.0368,56600,34.35
284,200,63.431706,0.317159,21.265725,11.226639,10.256816,0.939941,0.5215,-0.0068,0.5003,0.509,-0.157,21.5,40.0,30.0,8.5,0.4409,0.5436,0.0987,56800,32.02
285,200,57.840239,0.289201,21.265725,11.226639,10.256816,0.939941,0.4583,-0.0129,0.4968,0.503,-0.157,21.5,45.0,28.5,5.0,0.4772,0.5558,0.1002,57000,27.1
286,200,64.500416,0.322502,21.265725,11.226639,10.256816,0.939941,0.4482,-0.0127,0.6482,0.6476,-0.156,22.0,46.0,29.5,2.5,0.4727,0.5636,0.0757,57200,26.03
287,200,61.691764,0.308459,4.343051,13.877182,10.256816,0.92041,0.4961,-0.0082,0.5057,0.514,-0.152,24.0,44.0,27.5,4.5,0.4674,0.5677,0.2385,57400,56.58
288,200,60.283733,0.301419,4.343051,13.877182,10.256816,0.92041,0.4293,-0.0103,0.5822,0.5944,-0.145,27.5,36.0,32.5,4.0,0.3814,0.5837,0.055,57600,25.98
289,200,62.118746,0.310594,4.343051,13.877182,10.256816,0.92041,0.5362,-0.0097,0.4558,0.4608,-0.159,20.5,46.0,29.5,4.0,0.4773,0.5865,0.0724,57800,26.31
290,200,61.579568,0.307898,4.343051,13.877182,10.256816,0.92041,0.4892,-0.0107,0.5175,0.5275,-0.155,22.5,44.5,29.0,4.0,0.4621,0.5169,0.0446,58000,25.05
291,200,59.444623,0.297223,4.343051,13.877182,10.256816,0.92041,0.4812,-0.0093,0.4793,0.4995,-0.148,26.0,40.5,27.0,6.5,0.432,0.5525,0.1245,58200,25.59
292,200,66.237692,0.331188,4.343051,13.877182,10.256816,0.92041,0.57,-0.0081,0.4861,0.484,-0.161,19.5,44.5,32.5,3.5,0.4587,0.5736,0.1433,58400,26.29
293,200,66.456671,0.332283,4.343051,13.877182,10.256816,0.92041,0.5499,-0.0038,0.5142,0.5094,-0.148,26.0,39.5,29.5,5.0,0.4189,0.5571,0.1019,58600,25.8
294,200,57.109345,0.285547,4.343051,13.877182,10.256816,0.92041,0.4879,-0.008,0.4224,0.4394,-0.149,25.5,40.0,29.0,5.5,0.4291,0.556,0.1742,58800,25.05
295,200,62.645769,0.313229,4.343051,13.877182,10.256816,0.92041,0.4592,-0.0101,0.5798,0.5992,-0.148,26.0,40.5,29.0,4.5,0.432,0.5017,0.0203,59000,26.82
296,200,61.102404,0.305512,4.343051,13.877182,10.256816,0.92041,0.5066,-0.0076,0.4786,0.4819,-0.152,24.0,38.5,34.0,3.5,0.4046,0.585,0.1831,59200,25.65
297,200,66.858352,0.334292,2.839804,11.196586,10.256816,0.924805,0.5556,-0.0074,0.5162,0.5225,-0.158,21.0,44.5,28.5,6.0,0.4741,0.598,0.0461,59400,55.39
298,200,66.133373,0.330667,2.839804,11.196586,10.256816,0.924805,0.5144,-0.009,0.5726,0.5718,-0.159,20.5,44.5,31.0,4.0,0.4636,0.5768,0.1199,59600,25.19
299,200,65.892507,0.329463,2.839804,11.196586,10.256816,0.924805,0.4886,-0.0102,0.6034,0.6146,-0.154,23.0,43.5,28.5,5.0,0.4617,0.5996,0.0296,59800,25.68
300,200,65.115368,0.325577,2.839804,11.196586,10.256816,0.924805,0.4623,-0.0108,0.6334,0.6335,-0.15,25.0,43.0,27.0,5.0,0.4585,0.5655,0.1098,60000,24.84
301,200,60.98687,0.304934,2.839804,11.196586,10.256816,0.924805,0.4577,-0.0121,0.5611,0.5579,-0.151,24.5,39.5,30.5,5.5,0.4229,0.5797,0.1335,60200,25.82
302,200,62.863852,0.314319,2.839804,11.196586,10.256816,0.924805,0.4216,-0.0172,0.6558,0.6702,-0.154,23.0,43.5,29.5,4.0,0.4619,0.5647,0.1657,60400,26.42
303,200,59.901605,0.299508,2.839804,11.196586,10.256816,0.924805,0.4919,-0.0086,0.4798,0.4814,-0.152,24.0,44.0,27.5,4.5,0.4647,0.5408,0.126,60600,25.58
304,200,60.830356,0.304152,2.839804,11.196586,10.256816,0.924805,0.4634,-0.0109,0.5381,0.558,-0.15,25.0,46.0,24.5,4.5,0.4842,0.5126,0.1163,60800,25.25
305,200,63.317873,0.316589,2.839804,11.196586,10.256816,0.924805,0.4551,-0.0069,0.6018,0.5961,-0.136,32.0,34.0,29.5,4.5,0.3648,0.4907,0.1123,61000,26.49
306,200,63.719706,0.318599,2.839804,11.196586,10.256816,0.924805,0.5119,-0.0066,0.5193,0.5211,-0.145,27.5,38.5,29.5,4.5,0.4084,0.5624,0.0351,61200,25.83
307,200,68.571803,0.342859,2.839804,11.196586,10.256816,0.924805,0.5374,-0.0077,0.5757,0.5898,-0.155,22.5,40.0,34.5,3.0,0.4126,0.6029,0.1361,61400,25.87
308,200,59.980685,0.299903,6.685967,12.234407,10.256816,0.935547,0.5099,-0.0063,0.438,0.4601,-0.142,29.0,40.0,28.5,2.5,0.4039,0.5015,0.1474,61600,52.83
309,200,63.284096,0.31642,6.685967,12.234407,10.256816,0.935547,0.4918,-0.0076,0.5433,0.5513,-0.15,25.0,39.0,31.5,4.5,0.4136,0.5601,0.0438,61800,26.24
310,200,63.055732,0.315279,6.685967,12.234407,10.256816,0.935547,0.4829,-0.0088,0.5507,0.57,-0.153,23.5,43.0,30.5,3.0,0.4435,0.5498,0.1223,62000,26.1
311,200,64.395549,0.321978,6.685967,12.234407,10.256816,0.935547,0.4582,-0.0118,0.6171,0.6367,-0.146,27.0,46.0,22.0,5.0,0.4779,0.4853,0.1125,62200,25.34
312,200,58.616148,0.293081,6.685967,12.234407,10.256816,0.935547,0.4291,-0.0098,0.5538,0.5551,-0.147,26.5,37.5,32.0,4.0,0.3993,0.5529,0.191,62400,26.65
313,200,74.591448,0.372957,6.685967,12.234407,10.256816,0.935547,0.572,-0.0043,0.6453,0.6352,-0.151,24.5,42.0,28.5,5.0,0.4412,0.5367,0.1808,62600,26.07
314,200,64.526699,0.322633,6.685967,12.234407,10.256816,0.935547,0.4376,-0.0107,0.6521,0.6673,-0.143,28.5,36.0,30.5,5.0,0.3871,0.5092,0.0892,62800,25.57
315,200,66.579261,0.332896,6.685967,12.234407,10.256816,0.935547,0.5511,-0.0109,0.5278,0.5279,-0.168,16.0,48.0,32.5,3.5,0.4923,0.5474,0.0238,63000,25.65
316,200,62.428769,0.312144,6.685967,12.234407,10.256816,0.935547,0.5355,-0.0087,0.4519,0.4763,-0.153,23.5,44.5,29.0,3.0,0.4554,0.5743,0.0936,63200,26.95
317,200,65.384055,0.32692,6.685967,12.234407,10.256816,0.935547,0.4612,-0.0116,0.6532,0.6285,-0.155,22.5,42.5,30.0,5.0,0.4512,0.5997,0.071,63400,25.81
318,200,66.554153,0.332771,5.56705,15.438445,10.256816,0.932617,0.5395,-0.0092,0.5359,0.5508,-0.162,19.0,47.0,29.0,5.0,0.4942,0.5921,0.0588,63600,52.4
319,200,63.93276,0.319664,5.56705,15.438445,10.256816,0.932617,0.5503,-0.0057,0.4626,0.4787,-0.163,18.5,43.0,35.0,3.5,0.4526,0.5932,0.0747,63800,26.59
320,200,62.605569,0.313028,5.56705,15.438445,10.256816,0.932617,0.4559,-0.0118,0.5978,0.5922,-0.153,23.5,42.0,30.0,4.5,0.4405,0.539,0.0443,64000,25.55
321,200,60.756715,0.303784,5.56705,15.438445,10.256816,0.932617,0.4525,-0.0136,0.5646,0.5708,-0.156,22.0,44.0,28.5,5.5,0.4654,0.5502,0.0501,64200,25.86
322,200,65.144196,0.325721,5.56705,15.438445,10.256816,0.932617,0.5217,-0.0113,0.5465,0.5408,-0.162,19.0,46.5,28.0,6.5,0.4978,0.5806,0.158,64400,25.71
323,200,61.795039,0.308975,5.56705,15.438445,10.256816,0.932617,0.4735,-0.0101,0.5401,0.5659,-0.155,22.5,40.5,33.0,4.0,0.4314,0.5644,0.1285,64600,26.24
324,200,66.082534,0.330413,5.56705,15.438445,10.256816,0.932617,0.5503,-0.0059,0.5018,0.5198,-0.155,22.5,38.5,33.0,6.0,0.4175,0.5898,0.0462,64800,26.03
325,200,53.826709,0.269134,5.56705,15.438445,10.256816,0.932617,0.3921,-0.0146,0.5229,0.5241,-0.149,25.5,39.5,29.5,5.5,0.4315,0.5548,0.1737,65000,25.57
326,200,60.86247,0.304312,5.56705,15.438445,10.256816,0.932617,0.4736,-0.0103,0.5234,0.5397,-0.15,25.0,43.5,27.5,4.0,0.4524,0.5299,0.1565,65200,26.49
327,200,56.727504,0.283638,5.56705,15.438445,10.256816,0.932617,0.4174,-0.0142,0.5388,0.5481,-0.154,23.0,41.0,31.0,5.0,0.4382,0.564,0.047,65400,32.42
328,200,60.024183,0.300121,4.82299,11.142057,10.256816,0.928223,0.4919,-0.0115,0.4878,0.4846,-0.154,23.0,47.0,27.0,3.0,0.4932,0.5761,0.2378,65600,65.64
329,200,59.705618,0.298528,4.82299,11.142057,10.256816,0.928223,0.4398,-0.011,0.5585,0.559,-0.143,28.5,40.5,29.5,1.5,0.4159,0.5494,0.0952,65800,30.82
330,200,62.995086,0.314975,4.82299,11.142057,10.256816,0.928223,0.46,-0.0059,0.5889,0.5831,-0.142,29.0,35.0,31.0,5.0,0.3791,0.5096,0.0185,66000,30.8
331,200,63.187921,0.31594,4.82299,11.142057,10.256816,0.928223,0.4548,-0.0171,0.6179,0.621,-0.165,17.5,51.0,27.0,4.5,0.5329,0.5738,0.0545,66200,30.0
332,200,61.189919,0.30595,4.82299,11.142057,10.256816,0.928223,0.4722,-0.011,0.5442,0.5328,-0.151,24.5,49.0,24.0,2.5,0.5044,0.5401,0.0892,66400,31.24
333,200,61.66074,0.308304,4.82299,11.142057,10.256816,0.928223,0.4524,-0.0129,0.5818,0.5841,-0.151,24.5,46.5,25.0,4.0,0.4899,0.4952,0.1013,66600,31.65
334,200,60.868256,0.304341,4.82299,11.142057,10.256816,0.928223,0.429,-0.0147,0.6012,0.6113,-0.149,25.5,44.5,27.5,2.5,0.457,0.5581,0.147,66800,31.3
335,200,64.728819,0.323644,4.82299,11.142057,10.256816,0.928223,0.5056,-0.0064,0.5462,0.5548,-0.144,28.0,44.5,23.5,4.0,0.4574,0.528,0.0822,67000,30.23
336,200,70.680896,0.353404,4.82299,11.142057,10.256816,0.928223,0.5376,-0.0122,0.6245,0.6443,-0.167,16.5,41.5,35.0,7.0,0.4531,0.604,-0.0173,67200,31.61
337,200,59.718955,0.298595,4.82299,11.142057,10.256816,0.928223,0.4077,-0.0097,0.6118,0.6057,-0.144,28.0,36.0,32.0,4.0,0.3842,0.5641,0.1011,67400,30.77
338,200,63.465359,0.317327,8.869188,10.394004,10.256816,0.929688,0.5625,-0.0063,0.4373,0.437,-0.154,23.0,41.5,29.5,6.0,0.4468,0.5561,0.0866,67600,66.89
339,200,63.511448,0.317557,8.869188,10.394004,10.256816,0.929688,0.5559,-0.0068,0.446,0.4642,-0.164,18.0,46.5,31.0,4.5,0.4902,0.6061,0.1299,67800,30.22
340,200,55.612146,0.278061,8.869188,10.394004,10.256816,0.929688,0.3829,-0.0133,0.5708,0.5721,-0.146,27.0,36.0,30.5,6.5,0.394,0.5984,0.0841,68000,32.01
341,200,63.744229,0.318721,8.869188,10.394004,10.256816,0.929688,0.4803,-0.0057,0.5704,0.5598,-0.135,32.5,37.0,27.5,3.0,0.3879,0.5041,0.0834,68200,30.54
342,200,62.545755,0.312729,8.869188,10.394004,10.256816,0.929688,0.4443,-0.0142,0.6116,0.6203,-0.152,24.0,41.5,31.5,3.0,0.4353,0.5585,0.1606,68400,29.47
343,200,64.710088,0.32355,8.869188,10.394004,10.256816,0.929688,0.5368,-0.0056,0.4981,0.5021,-0.147,26.5,43.0,28.0,2.5,0.4449,0.5029,0.1976,68600,31.23
344,200,64.145766,0.320729,8.869188,10.394004,10.256816,0.929688,0.5568,-0.0062,0.4513,0.4757,-0.157,21.5,50.5,24.5,3.5,0.5129,0.533,-0.0562,68800,31.63
345,200,67.3617,0.336808,8.869188,10.394004,10.256816,0.929688,0.5338,-0.0092,0.5601,0.5756,-0.16,20.0,44.0,30.0,6.0,0.4648,0.6071,0.0867,69000,30.66
346,200,65.825861,0.329129,8.869188,10.394004,10.256816,0.929688,0.5227,-0.0046,0.5437,0.5496,-0.153,23.5,40.5,34.0,2.0,0.4153,0.5606,0.115,69200,31.69
347,200,62.658527,0.313293,8.869188,10.394004,10.256816,0.929688,0.4503,-0.0108,0.5906,0.6247,-0.152,24.0,40.0,29.0,7.0,0.4375,0.5515,0.1014,69400,31.17
348,200,59.771129,0.298856,8.869188,10.394004,10.256816,0.929688,0.5081,-0.0058,0.4426,0.4569,-0.15,25.0,38.5,33.5,3.0,0.4,0.5828,0.0369,69600,30.76
349,200,59.870225,0.299351,14.385469,10.909898,10.256816,0.930176,0.4626,-0.0096,0.5264,0.5295,-0.152,24.0,43.5,28.5,4.0,0.4528,0.5676,0.0913,69800,66.07
350,200,63.239732,0.316199,14.385469,10.909898,10.256816,0.930176,0.4528,-0.0125,0.6064,0.6256,-0.153,23.5,41.0,30.0,5.5,0.4379,0.5219,0.2379,70000,31.79
351,200,62.976322,0.314882,14.385469,10.909898,10.256816,0.930176,0.4584,-0.0095,0.5976,0.5875,-0.145,27.5,44.5,24.0,4.0,0.465,0.5489,0.2019,70200,30.54
352,200,64.397165,0.321986,14.385469,10.909898,10.256816,0.930176,0.5503,-0.0068,0.4753,0.4867,-0.164,18.0,45.5,31.5,5.0,0.4771,0.6172,0.115,70400,30.38
353,200,56.751514,0.283758,14.385469,10.909898,10.256816,0.930176,0.5083,-0.0098,0.3858,0.4039,-0.154,23.0,43.0,29.5,4.5,0.4555,0.557,0.0215,70600,31.63
354,200,56.940031,0.2847,14.385469,10.909898,10.256816,0.930176,0.4413,-0.0119,0.5041,0.5084,-0.153,23.5,39.5,31.0,6.0,0.4269,0.5672,0.1286,70800,30.39
355,200,68.216173,0.341081,14.385469,10.909898,10.256816,0.930176,0.5397,-0.0088,0.5675,0.5846,-0.162,19.0,47.0,29.0,5.0,0.4924,0.5495,0.1109,71000,30.31
356,200,59.783298,0.298916,14.385469,10.909898,10.256816,0.930176,0.3988,-0.0144,0.6325,0.6263,-0.145,27.5,42.0,27.5,3.0,0.4339,0.5122,0.0929,71200,31.36
357,200,62.12018,0.310601,14.385469,10.909898,10.256816,0.930176,0.4223,-0.0137,0.6402,0.6378,-0.147,26.5,39.5,29.5,4.5,0.4211,0.5279,0.062,71400,31.06
358,200,59.506914,0.297535,14.385469,10.909898,10.256816,0.930176,0.4256,-0.0114,0.571,0.5919,-0.147,26.5,38.0,30.0,5.5,0.4073,0.5211,0.1262,71600,30.43
359,200,61.976657,0.309883,3.96439,10.686603,10.256816,0.933594,0.4804,-0.0113,0.5389,0.5499,-0.153,23.5,44.5,26.5,5.5,0.4677,0.5319,0.3284,71800,62.93
360,200,64.629668,0.323148,3.96439,10.686603,10.256816,0.933594,0.4957,-0.0094,0.5737,0.5686,-0.157,21.5,47.5,29.0,2.0,0.4871,0.5303,0.2259,72000,27.77
361,200,69.883195,0.349416,3.96439,10.686603,10.256816,0.933594,0.5423,-0.0078,0.6094,0.5936,-0.163,18.5,46.0,32.0,3.5,0.4738,0.5947,0.0717,72200,27.27
