episode,steps,total_reward,avg_reward,actor_loss,critic_loss,entropy,clip_fraction,r_detection,r_false_positive,r_throughput,r_latency,r_stability,action_allow_pct,action_block_pct,action_reroute_pct,action_rate_limit_pct,avg_rate_limit,avg_reroute_weight,avg_priority,total_timesteps,wall_time_s
1,200,70.717792,0.353589,0.0,0.0,0.0,0.0,0.5897,-0.0125,0.5561,0.5591,-0.185,7.5,42.0,19.5,31.0,0.5734,0.6335,0.6085,200,24.67
2,200,66.937273,0.334686,0.0,0.0,0.0,0.0,0.5842,-0.0149,0.4862,0.5081,-0.19,5.0,46.0,16.5,32.5,0.5983,0.747,0.626,400,24.83
3,200,75.18846,0.375942,0.0,0.0,0.0,0.0,0.6429,-0.0109,0.5603,0.5636,-0.189,5.5,49.0,15.5,30.0,0.6333,0.6761,0.6032,600,25.2
4,200,72.239256,0.361196,0.0,0.0,0.0,0.0,0.6033,-0.0114,0.5572,0.5784,-0.187,6.5,42.0,19.0,32.5,0.5567,0.7066,0.5993,800,24.8
5,200,69.104124,0.345521,0.0,0.0,0.0,0.0,0.529,-0.0128,0.6196,0.6299,-0.188,6.0,39.0,26.0,29.0,0.5272,0.7278,0.6419,1000,25.02
6,200,69.840213,0.349201,0.0,0.0,0.0,0.0,0.5723,-0.0128,0.5637,0.5725,-0.183,8.5,42.0,23.0,26.5,0.5382,0.7021,0.6226,1200,25.07
7,200,66.873361,0.334367,0.0,0.0,0.0,0.0,0.5345,-0.0132,0.5633,0.5757,-0.182,9.0,37.5,22.5,31.0,0.5186,0.6798,0.6009,1400,24.62
8,200,66.491584,0.332458,0.0,0.0,0.0,0.0,0.5068,-0.0182,0.6105,0.61,-0.183,8.5,37.0,25.0,29.5,0.5184,0.6864,0.5834,1600,25.01
9,200,70.338714,0.351694,0.0,0.0,0.0,0.0,0.5696,-0.0118,0.5794,0.5839,-0.185,7.5,37.0,21.5,34.0,0.5368,0.6663,0.5942,1800,24.92
10,200,69.101554,0.345508,0.0,0.0,0.0,0.0,0.5924,-0.0124,0.5172,0.5226,-0.182,9.0,37.5,24.0,29.5,0.5327,0.6487,0.5479,2000,25.15
11,200,57.635163,0.288176,1.374538,2.501276,7.456742,0.95542,0.3621,-0.0204,0.6652,0.6567,-0.17,15.0,42.5,26.5,16.0,0.5223,0.617,0.3329,2200,50.98
12,200,74.955273,0.374776,1.374538,2.501276,7.456742,0.95542,0.6491,-0.0094,0.537,0.5554,-0.186,7.0,58.0,17.5,17.5,0.662,0.7033,0.3451,2400,24.25
13,200,67.515843,0.337579,1.374538,2.501276,7.456742,0.95542,0.5127,-0.0164,0.6143,0.6177,-0.173,13.5,61.0,17.0,8.5,0.6516,0.6393,0.2759,2600,25.14
14,200,78.609723,0.393049,1.374538,2.501276,7.456742,0.95542,0.6467,-0.0082,0.6147,0.6193,-0.177,11.5,56.5,17.5,14.5,0.6295,0.6726,0.2956,2800,25.34
15,200,72.131691,0.360658,1.374538,2.501276,7.456742,0.95542,0.6452,-0.0101,0.4916,0.4894,-0.176,12.0,59.0,19.5,9.5,0.6301,0.669,0.2823,3000,24.56
16,200,72.774557,0.363873,1.374538,2.501276,7.456742,0.95542,0.6168,-0.0097,0.54,0.5656,-0.18,10.0,56.0,20.0,14.0,0.6315,0.7421,0.2881,3200,26.14
17,200,73.331191,0.366656,1.374538,2.501276,7.456742,0.95542,0.5881,-0.0118,0.6068,0.6096,-0.176,12.0,57.0,18.0,13.0,0.6312,0.6497,0.2176,3400,25.44
18,200,78.573824,0.392869,1.374538,2.501276,7.456742,0.95542,0.6625,-0.0098,0.5895,0.5988,-0.18,10.0,64.0,13.5,12.5,0.6919,0.6688,0.3133,3600,25.03
19,200,72.406595,0.362033,1.374538,2.501276,7.456742,0.95542,0.6739,-0.0068,0.4401,0.4637,-0.182,9.0,53.5,20.0,17.5,0.6242,0.7148,0.2968,3800,25.54
20,200,64.272921,0.321365,1.374538,2.501276,7.456742,0.95542,0.5378,-0.0141,0.5093,0.5087,-0.175,12.5,52.0,20.5,15.0,0.5975,0.6602,0.221,4000,25.16
21,200,66.7163,0.333582,1.178444,4.798799,8.791834,0.914941,0.5831,-0.0104,0.4751,0.4888,-0.172,14.0,50.5,23.5,12.0,0.5632,0.7062,0.2913,4200,52.38
22,200,70.951431,0.354757,1.178444,4.798799,8.791834,0.914941,0.5863,-0.0075,0.5532,0.5594,-0.168,16.0,42.0,31.5,10.5,0.4712,0.6684,0.2003,4400,26.56
23,200,69.183093,0.345915,1.178444,4.798799,8.791834,0.914941,0.5596,-0.0077,0.5661,0.5567,-0.166,17.0,41.5,29.0,12.5,0.4774,0.6528,0.1521,4600,35.01
24,200,63.107931,0.31554,1.178444,4.798799,8.791834,0.914941,0.5688,-0.0066,0.4171,0.43,-0.159,20.5,45.5,28.0,6.0,0.4848,0.5811,0.1373,4800,35.24
25,200,68.641443,0.343207,1.178444,4.798799,8.791834,0.914941,0.5689,-0.007,0.5303,0.5505,-0.172,14.0,40.0,34.0,12.0,0.4574,0.6551,0.2553,5000,37.64
26,200,65.228596,0.326143,1.178444,4.798799,8.791834,0.914941,0.5154,-0.0072,0.5485,0.5501,-0.155,22.5,39.0,30.5,8.0,0.4333,0.6097,0.2364,5200,34.28
27,200,61.013822,0.305069,1.178444,4.798799,8.791834,0.914941,0.5841,-0.0049,0.3536,0.3652,-0.169,15.5,39.0,38.5,7.0,0.4278,0.6425,0.2065,5400,34.83
28,200,65.303867,0.326519,1.178444,4.798799,8.791834,0.914941,0.5033,-0.0099,0.5714,0.5806,-0.161,19.5,39.0,31.0,10.5,0.4425,0.6207,0.3665,5600,37.33
29,200,69.670927,0.348355,1.178444,4.798799,8.791834,0.914941,0.5744,-0.0063,0.5432,0.5441,-0.157,21.5,41.5,29.0,8.0,0.4508,0.6214,0.2754,5800,35.78
30,200,66.309279,0.331546,1.178444,4.798799,8.791834,0.914941,0.4749,-0.0134,0.6396,0.6538,-0.164,18.0,44.0,30.5,7.5,0.4724,0.5959,0.2705,6000,39.63
31,200,65.349121,0.326746,2.59794,5.662161,9.126402,0.902734,0.566,-0.0053,0.4662,0.4777,-0.16,20.0,38.5,34.0,7.5,0.4226,0.5842,0.2533,6200,103.24
32,200,62.312899,0.311564,2.59794,5.662161,9.126402,0.902734,0.441,-0.0109,0.6118,0.6082,-0.147,26.5,31.0,33.5,9.0,0.3635,0.5772,0.0961,6400,46.04
33,200,65.775836,0.328879,2.59794,5.662161,9.126402,0.902734,0.5492,-0.0071,0.5039,0.5119,-0.158,21.0,39.5,30.5,9.0,0.4382,0.6339,0.2154,6600,48.41
34,200,60.219495,0.301097,2.59794,5.662161,9.126402,0.902734,0.5235,-0.0066,0.4261,0.4424,-0.148,26.0,39.5,28.0,6.5,0.4272,0.535,0.1355,6800,47.03
35,200,67.292855,0.336464,2.59794,5.662161,9.126402,0.902734,0.5207,-0.0076,0.5755,0.5926,-0.155,22.5,36.0,36.0,5.5,0.3966,0.5982,0.1607,7000,46.73
36,200,64.972037,0.32486,2.59794,5.662161,9.126402,0.902734,0.5527,-0.0076,0.4865,0.4849,-0.158,21.0,40.0,29.5,9.5,0.452,0.5606,0.176,7200,53.16
37,200,60.406141,0.302031,2.59794,5.662161,9.126402,0.902734,0.4801,-0.0126,0.5152,0.5119,-0.153,23.5,44.5,28.5,3.5,0.4603,0.5869,0.2068,7400,47.44
38,200,57.000415,0.285002,2.59794,5.662161,9.126402,0.902734,0.3787,-0.0119,0.594,0.6241,-0.15,25.0,34.5,34.0,6.5,0.3719,0.5926,0.112,7600,48.44
39,200,67.186584,0.335933,2.59794,5.662161,9.126402,0.902734,0.5286,-0.0066,0.5626,0.5736,-0.156,22.0,38.0,34.5,5.5,0.4079,0.6077,0.2165,7800,47.43
40,200,62.850538,0.314253,2.59794,5.662161,9.126402,0.902734,0.5577,-0.0075,0.435,0.4328,-0.155,22.5,38.5,32.0,7.0,0.4258,0.6193,0.0748,8000,50.04
41,200,71.642701,0.358214,1.258613,7.693368,10.211457,0.909326,0.5395,-0.0081,0.64,0.6545,-0.17,15.0,44.0,34.0,7.0,0.4653,0.6431,0.2265,8200,111.81
42,200,64.857315,0.324287,1.258613,7.693368,10.211457,0.909326,0.5209,-0.0068,0.526,0.5361,-0.149,25.5,38.0,32.0,4.5,0.4104,0.5297,0.0668,8400,50.08
43,200,64.419091,0.322095,1.258613,7.693368,10.211457,0.909326,0.5152,-0.0075,0.5331,0.536,-0.157,21.5,40.5,33.0,5.0,0.4278,0.5994,0.1187,8600,31.01
44,200,62.77221,0.313861,1.258613,7.693368,10.211457,0.909326,0.4833,-0.0103,0.5475,0.5719,-0.162,19.0,45.5,32.0,3.5,0.4652,0.6337,0.0981,8800,32.85
45,200,66.656813,0.333284,1.258613,7.693368,10.211457,0.909326,0.5633,-0.0078,0.4967,0.5171,-0.163,18.5,47.5,30.0,4.0,0.4975,0.5512,0.0636,9000,30.91
46,200,62.993622,0.314968,1.258613,7.693368,10.211457,0.909326,0.4184,-0.0156,0.6652,0.6711,-0.154,23.0,44.5,29.5,3.0,0.4639,0.5378,0.0719,9200,30.07
47,200,66.309176,0.331546,1.258613,7.693368,10.211457,0.909326,0.5507,-0.0087,0.5109,0.5249,-0.157,21.5,44.5,28.5,5.5,0.47,0.5222,0.1345,9400,26.79
48,200,60.215356,0.301077,1.258613,7.693368,10.211457,0.909326,0.4824,-0.0061,0.4933,0.5062,-0.15,25.0,36.0,32.5,6.5,0.3908,0.5369,0.1069,9600,26.08
49,200,65.047397,0.325237,1.258613,7.693368,10.211457,0.909326,0.5279,-0.0062,0.511,0.5386,-0.149,25.5,44.5,26.0,4.0,0.4622,0.5042,0.173,9800,25.67
50,200,61.960139,0.309801,1.258613,7.693368,10.211457,0.909326,0.4929,-0.0075,0.5138,0.5193,-0.145,27.5,42.0,27.0,3.5,0.4368,0.5614,0.1635,10000,26.81
51,200,61.772283,0.308861,1.258613,7.693368,10.211457,0.909326,0.4783,-0.0092,0.5377,0.5468,-0.155,22.5,42.5,29.5,5.5,0.4557,0.6,0.1384,10200,26.56
52,200,66.002964,0.330015,10.043354,7.481631,10.256061,0.939355,0.5382,-0.0071,0.5273,0.5271,-0.153,23.5,41.5,29.5,5.5,0.4425,0.5805,0.0604,10400,53.02
53,200,58.968831,0.294844,10.043354,7.481631,10.256061,0.939355,0.4382,-0.0121,0.5503,0.5577,-0.157,21.5,34.5,38.5,5.5,0.3708,0.5684,0.1025,10600,25.89
54,200,59.389294,0.296946,10.043354,7.481631,10.256061,0.939355,0.4377,-0.0097,0.5459,0.5707,-0.147,26.5,37.5,29.0,7.0,0.4131,0.481,0.0529,10800,26.87
55,200,62.981524,0.314908,10.043354,7.481631,10.256061,0.939355,0.5088,-0.01,0.5181,0.5185,-0.157,21.5,42.5,31.5,4.5,0.4478,0.5617,0.1317,11000,25.27
56,200,65.742778,0.328714,10.043354,7.481631,10.256061,0.939355,0.4993,-0.0094,0.5816,0.593,-0.152,24.0,45.5,26.5,4.0,0.4783,0.5652,0.1649,11200,26.49
57,200,65.551637,0.327758,10.043354,7.481631,10.256061,0.939355,0.5171,-0.0057,0.5447,0.5523,-0.146,27.0,41.0,28.5,3.5,0.4303,0.5018,0.1445,11400,26.07
58,200,63.415759,0.317079,10.043354,7.481631,10.256061,0.939355,0.4729,-0.0077,0.5606,0.5976,-0.14,30.0,41.5,28.0,0.5,0.4153,0.4852,0.0946,11600,26.55
59,200,59.668267,0.298341,10.043354,7.481631,10.256061,0.939355,0.4922,-0.0078,0.4618,0.4843,-0.143,28.5,37.5,31.0,3.0,0.3941,0.5411,0.0072,11800,25.88
60,200,60.059372,0.300297,10.043354,7.481631,10.256061,0.939355,0.549,-0.0061,0.3899,0.3964,-0.159,20.5,37.0,36.0,6.5,0.4019,0.6329,0.2379,12000,26.06
61,200,68.091067,0.340455,10.043354,7.481631,10.256061,0.939355,0.5019,-0.0073,0.6176,0.6376,-0.149,25.5,42.0,30.0,2.5,0.4273,0.5385,0.0604,12200,28.17
62,200,58.045353,0.290227,12.234298,9.131853,10.256816,0.939453,0.4761,-0.0081,0.4576,0.4807,-0.149,25.5,39.5,31.5,3.5,0.4149,0.58,0.0857,12400,63.18
63,200,66.984871,0.334924,12.234298,9.131853,10.256816,0.939453,0.5716,-0.0052,0.4958,0.4854,-0.153,23.5,48.0,25.0,3.5,0.49,0.5155,0.1402,12600,29.57
64,200,62.102161,0.310511,12.234298,9.131853,10.256816,0.939453,0.4036,-0.0098,0.6621,0.6622,-0.14,30.0,33.0,34.0,3.0,0.3437,0.5113,0.1398,12800,36.04
65,200,62.560669,0.312803,12.234298,9.131853,10.256816,0.939453,0.4907,-0.0121,0.536,0.5445,-0.153,23.5,46.0,27.0,3.5,0.4706,0.567,0.1628,13000,32.03
66,200,62.152328,0.310762,12.234298,9.131853,10.256816,0.939453,0.4505,-0.0127,0.5939,0.6015,-0.155,22.5,45.5,28.0,4.0,0.4702,0.5364,0.191,13200,33.07
67,200,67.818715,0.339094,12.234298,9.131853,10.256816,0.939453,0.5469,-0.0065,0.5496,0.5512,-0.156,22.0,47.0,27.5,3.5,0.4897,0.5529,0.3416,13400,32.8
68,200,61.531876,0.307659,12.234298,9.131853,10.256816,0.939453,0.4894,-0.0106,0.5194,0.5225,-0.156,22.0,43.0,29.5,5.5,0.4638,0.5663,0.1863,13600,36.23
69,200,62.805529,0.314028,12.234298,9.131853,10.256816,0.939453,0.4512,-0.0099,0.5973,0.611,-0.147,26.5,41.5,27.5,4.5,0.4417,0.5083,0.1844,13800,46.11
70,200,70.826105,0.354131,12.234298,9.131853,10.256816,0.939453,0.5807,-0.0038,0.5514,0.5592,-0.158,21.0,43.5,30.0,5.5,0.4657,0.5444,0.0785,14000,33.87
71,200,65.488212,0.327441,12.234298,9.131853,10.256816,0.939453,0.5329,-0.0087,0.5246,0.5348,-0.157,21.5,43.5,32.5,2.5,0.4458,0.5581,0.0898,14200,30.17
72,200,56.254225,0.281271,12.094736,9.916858,10.256816,0.920898,0.4372,-0.0158,0.5004,0.5087,-0.156,22.0,44.5,27.5,6.0,0.477,0.5422,0.1227,14400,59.9
73,200,66.737288,0.333686,12.094736,9.916858,10.256816,0.920898,0.5362,-0.0091,0.5439,0.5537,-0.155,22.5,38.5,32.5,6.5,0.4216,0.5882,0.0708,14600,28.41
74,200,59.112722,0.295564,12.094736,9.916858,10.256816,0.920898,0.4709,-0.0124,0.4953,0.5129,-0.153,23.5,44.0,29.5,3.0,0.4601,0.5977,0.1955,14800,29.52
75,200,64.585642,0.322928,12.094736,9.916858,10.256816,0.920898,0.5264,-0.0066,0.5178,0.5195,-0.156,22.0,36.5,36.5,5.0,0.3911,0.5931,0.0965,15000,28.69
76,200,63.177896,0.315889,12.094736,9.916858,10.256816,0.920898,0.5108,-0.0081,0.5067,0.529,-0.153,23.5,40.5,32.0,4.0,0.4279,0.5561,0.1194,15200,27.81
77,200,63.900486,0.319502,12.094736,9.916858,10.256816,0.920898,0.5457,-0.0039,0.4603,0.4829,-0.151,24.5,38.5,32.0,5.0,0.4193,0.5992,0.1547,15400,29.5
